lemma	gender	article	opposite_gender_word	source	notes
exército	m	el		doozan/es-en.data	wiktionary-gender
exércitos	m	el		doozan/es-en.data	wiktionary-gender
exéresis	f	la		doozan/es-en.data	wiktionary-gender
exídolo	m	el		doozan/es-en.data	wiktionary-gender
exón	m	el		doozan/es-en.data	wiktionary-gender
exónimo	m	el		doozan/es-en.data	wiktionary-gender
exópodo	m	el		doozan/es-en.data	wiktionary-gender
eyaculación	f	la		doozan/es-en.data	wiktionary-gender
eyalato	m	el		doozan/es-en.data	wiktionary-gender
eyección	f	la		doozan/es-en.data	wiktionary-gender
eyector	m	el		doozan/es-en.data	wiktionary-gender
ezcarayense	mf	el/la		doozan/es-en.data	wiktionary-gender
ezhava	mf	el/la		doozan/es-en.data	wiktionary-gender
ezquel	m	el		doozan/es-en.data	wiktionary-gender
ezquelín	m	el		doozan/es-en.data	wiktionary-gender
ezquil	m	el		doozan/es-en.data	wiktionary-gender
ezquilín	m	el		doozan/es-en.data	wiktionary-gender
eñe	f	la		doozan/es-en.data	wiktionary-gender
eñepá	mf	el/la		doozan/es-en.data	wiktionary-gender
eón	m	el		doozan/es-en.data	wiktionary-gender
fa	f	la		doozan/es-en.data	wiktionary-gender
fa	m	el		doozan/es-en.data	wiktionary-gender
faba	f	la		doozan/es-en.data	wiktionary-gender
fabada	f	la		doozan/es-en.data	wiktionary-gender
fabela	f	la		doozan/es-en.data	wiktionary-gender
fabla	f	la		doozan/es-en.data	wiktionary-gender
fabricación	f	la		doozan/es-en.data	wiktionary-gender
fabricante	mf	el/la		doozan/es-en.data	wiktionary-gender
fabriquero	m	el		doozan/es-en.data	wiktionary-gender
fabro	m	el		doozan/es-en.data	wiktionary-gender
fabulación	f	la		doozan/es-en.data	wiktionary-gender
fabulador	m	el		doozan/es-en.data	meta-f=+
fabulilla	f	la		doozan/es-en.data	wiktionary-gender
fabulista	mf	el/la		doozan/es-en.data	wiktionary-gender
fabácea	f	la		doozan/es-en.data	wiktionary-gender
faca	f	la		doozan/es-en.data	wiktionary-gender
faccionalismo	m	el		doozan/es-en.data	wiktionary-gender
facciones	f	la		doozan/es-en.data	wiktionary-gender
facción	f	la		doozan/es-en.data	wiktionary-gender
facebookero	m	el	facebookera	doozan/es-en.data	meta-f=+
facecia	f	la		doozan/es-en.data	wiktionary-gender
facedor	mf	el/la		doozan/es-en.data	wiktionary-gender
facekini	m	el		doozan/es-en.data	wiktionary-gender
facelock	m	el		doozan/es-en.data	wiktionary-gender
facera	f	la		doozan/es-en.data	wiktionary-gender
facería	f	la		doozan/es-en.data	wiktionary-gender
faceta	f	la		doozan/es-en.data	wiktionary-gender
facha	f	la		doozan/es-en.data	wiktionary-gender
fachada	f	la		doozan/es-en.data	wiktionary-gender
fachadismo	m	el		doozan/es-en.data	wiktionary-gender
fachaleco	m	el		doozan/es-en.data	wiktionary-gender
fachenda	f	la		doozan/es-en.data	wiktionary-gender
fachentada	f	la		doozan/es-en.data	wiktionary-gender
fachero	m	el	fachera	doozan/es-en.data	meta-f=+
facherío	m	el		doozan/es-en.data	wiktionary-gender
fachinal	m	el		doozan/es-en.data	wiktionary-gender
facho	m	el		doozan/es-en.data	wiktionary-gender
fachosfera	f	la		doozan/es-en.data	wiktionary-gender
fachoso	m	el	fachosa	doozan/es-en.data	meta-f=+
facies	f	la		doozan/es-en.data	wiktionary-gender
facilidad	f	la		doozan/es-en.data	wiktionary-gender
facilismo	m	el		doozan/es-en.data	wiktionary-gender
facilitación	f	la		doozan/es-en.data	wiktionary-gender
facilitador	m	el		doozan/es-en.data	meta-f=+
facilitadora	f	la		doozan/es-en.data	wiktionary-gender
facineroso	m	el	facinerosa	doozan/es-en.data	meta-f=+
facistol	m	el		doozan/es-en.data	wiktionary-gender
facsímil	m	el		doozan/es-en.data	wiktionary-gender
facsímile	m	el		doozan/es-en.data	wiktionary-gender
factibilidad	f	la		doozan/es-en.data	wiktionary-gender
facticidad	f	la		doozan/es-en.data	wiktionary-gender
facto	m	el		doozan/es-en.data	wiktionary-gender
factor	m	el		doozan/es-en.data	wiktionary-gender
factoraje	m	el		doozan/es-en.data	wiktionary-gender
factoreo	m	el		doozan/es-en.data	wiktionary-gender
factorial	m	el		doozan/es-en.data	wiktionary-gender
factoring	m	el		doozan/es-en.data	wiktionary-gender
factorización	f	la		doozan/es-en.data	wiktionary-gender
factorádico	m	el		doozan/es-en.data	wiktionary-gender
factoría	f	la		doozan/es-en.data	wiktionary-gender
factura	f	la		doozan/es-en.data	wiktionary-gender
facturación	f	la		doozan/es-en.data	wiktionary-gender
factótum	m	el		doozan/es-en.data	wiktionary-gender
facu	f	la		doozan/es-en.data	wiktionary-gender
facultad	f	la		doozan/es-en.data	wiktionary-gender
facultativo	m	el	facultativa	doozan/es-en.data	meta-f=+
facundia	f	la		doozan/es-en.data	wiktionary-gender
facón	m	el		doozan/es-en.data	wiktionary-gender
facóquero	m	el	facóquera	doozan/es-en.data	meta-f=+
fada	f	la		doozan/es-en.data	wiktionary-gender
fadista	mf	el/la		doozan/es-en.data	wiktionary-gender
fado	m	el		doozan/es-en.data	wiktionary-gender
faena	f	la		doozan/es-en.data	wiktionary-gender
faenadora	f	la	faenadoro	doozan/es-en.data	meta-m=+
faenamiento	m	el		doozan/es-en.data	wiktionary-gender
faenero	m	el	faenera	doozan/es-en.data	meta-f=+
faetón	m	el		doozan/es-en.data	wiktionary-gender
fafafa	f	la		doozan/es-en.data	wiktionary-gender
fagocito	m	el		doozan/es-en.data	wiktionary-gender
fagocitosis	f	la		doozan/es-en.data	wiktionary-gender
fagosoma	m	el		doozan/es-en.data	wiktionary-gender
fagot	m	el		doozan/es-en.data	wiktionary-gender
fagotista	mf	el/la		doozan/es-en.data	wiktionary-gender
fagotización	f	la		doozan/es-en.data	wiktionary-gender
fagácea	f	la		doozan/es-en.data	wiktionary-gender
fagüeño	m	el		doozan/es-en.data	wiktionary-gender
faina	m	el		doozan/es-en.data	wiktionary-gender
fainá	m	el		doozan/es-en.data	wiktionary-gender
fairy	m	el		doozan/es-en.data	wiktionary-gender
faisancillo	m	el		doozan/es-en.data	wiktionary-gender
faisanero	m	el	faisanera	doozan/es-en.data	meta-f=+
faisanería	f	la		doozan/es-en.data	wiktionary-gender
faisán	m	el		doozan/es-en.data	wiktionary-gender
faja	f	la		doozan/es-en.data	wiktionary-gender
fajador	m	el		doozan/es-en.data	meta-f=+
fajana	f	la		doozan/es-en.data	wiktionary-gender
fajardismo	m	el		doozan/es-en.data	wiktionary-gender
fajilla	f	la		doozan/es-en.data	wiktionary-gender
fajina	f	la		doozan/es-en.data	wiktionary-gender
fajita	f	la		doozan/es-en.data	wiktionary-gender
fajo	m	el		doozan/es-en.data	wiktionary-gender
fajín	m	el		doozan/es-en.data	wiktionary-gender
falacia	f	la		doozan/es-en.data	wiktionary-gender
falafel	m	el		doozan/es-en.data	wiktionary-gender
falange	f	la		doozan/es-en.data	wiktionary-gender
falangero	m	el		doozan/es-en.data	wiktionary-gender
falangismo	m	el		doozan/es-en.data	wiktionary-gender
falangista	mf	el/la		doozan/es-en.data	wiktionary-gender
falaropo	m	el		doozan/es-en.data	wiktionary-gender
falash	mf	el/la		doozan/es-en.data	wiktionary-gender
falbalá	m	el		doozan/es-en.data	wiktionary-gender
falcata	f	la		doozan/es-en.data	wiktionary-gender
falciparum	m	el		doozan/es-en.data	wiktionary-gender
falconete	m	el		doozan/es-en.data	wiktionary-gender
falconiano	m	el	falconiana	doozan/es-en.data	meta-f=+
falconiforme	m	el		doozan/es-en.data	wiktionary-gender
falcón	m	el		doozan/es-en.data	wiktionary-gender
falda	f	la		doozan/es-en.data	wiktionary-gender
faldellín	m	el		doozan/es-en.data	wiktionary-gender
faldeo	m	el		doozan/es-en.data	wiktionary-gender
falderillo	m	el		doozan/es-en.data	wiktionary-gender
faldilla	f	la		doozan/es-en.data	wiktionary-gender
faldistorio	m	el		doozan/es-en.data	wiktionary-gender
faldita	f	la		doozan/es-en.data	wiktionary-gender
faldriquera	f	la		doozan/es-en.data	wiktionary-gender
faldón	m	el		doozan/es-en.data	wiktionary-gender
falena	f	la		doozan/es-en.data	wiktionary-gender
falencia	f	la		doozan/es-en.data	wiktionary-gender
falerística	f	la		doozan/es-en.data	wiktionary-gender
falibilidad	f	la		doozan/es-en.data	wiktionary-gender
falibilismo	m	el		doozan/es-en.data	wiktionary-gender
falisco	m	el	falisca	doozan/es-en.data	meta-f=+
falla	f	la		doozan/es-en.data	wiktionary-gender
fallamiento	m	el		doozan/es-en.data	wiktionary-gender
falleba	f	la		doozan/es-en.data	wiktionary-gender
fallecido	m	el	fallecida	doozan/es-en.data	meta-f=+
fallecimiento	m	el		doozan/es-en.data	wiktionary-gender
fallero	m	el		doozan/es-en.data	wiktionary-gender
fallo	m	el		doozan/es-en.data	wiktionary-gender
falo	m	el		doozan/es-en.data	wiktionary-gender
falocentrismo	m	el		doozan/es-en.data	wiktionary-gender
falocracia	f	la		doozan/es-en.data	wiktionary-gender
falogocentrismo	m	el		doozan/es-en.data	wiktionary-gender
faloidina	f	la		doozan/es-en.data	wiktionary-gender
falopa	f	la		doozan/es-en.data	wiktionary-gender
falopero	m	el	falopera	doozan/es-en.data	meta-f=+
faloplastia	f	la		doozan/es-en.data	wiktionary-gender
falotoxina	f	la		doozan/es-en.data	wiktionary-gender
falsabilidad	f	la		doozan/es-en.data	wiktionary-gender
falsacionismo	m	el		doozan/es-en.data	wiktionary-gender
falsación	f	la		doozan/es-en.data	wiktionary-gender
falsario	m	el	falsaria	doozan/es-en.data	meta-f=+
falseador	m	el		doozan/es-en.data	meta-f=+
falseamiento	m	el		doozan/es-en.data	wiktionary-gender
falsedad	f	la		doozan/es-en.data	wiktionary-gender
falseo	m	el		doozan/es-en.data	wiktionary-gender
falseta	f	la		doozan/es-en.data	wiktionary-gender
falsete	m	el		doozan/es-en.data	wiktionary-gender
falsetista	mf	el/la		doozan/es-en.data	wiktionary-gender
falsificación	f	la		doozan/es-en.data	wiktionary-gender
falsificador	m	el		doozan/es-en.data	meta-f=+
falsilla	f	la		doozan/es-en.data	wiktionary-gender
falsía	f	la		doozan/es-en.data	wiktionary-gender
falta	f	la		doozan/es-en.data	wiktionary-gender
falte	mf	el/la		doozan/es-en.data	wiktionary-gender
faltriquera	f	la		doozan/es-en.data	wiktionary-gender
faltón	m	el		doozan/es-en.data	meta-f=+
faluca	f	la		doozan/es-en.data	wiktionary-gender
falucho	m	el		doozan/es-en.data	wiktionary-gender
faláfel	m	el		doozan/es-en.data	wiktionary-gender
falárica	f	la		doozan/es-en.data	wiktionary-gender
falúa	f	la		doozan/es-en.data	wiktionary-gender
fama	f	la		doozan/es-en.data	wiktionary-gender
fambre	f	la		doozan/es-en.data	wiktionary-gender
fambres	f	la		doozan/es-en.data	wiktionary-gender
fame	f	la		doozan/es-en.data	wiktionary-gender
familia	f	la		doozan/es-en.data	wiktionary-gender
familiar	m	el		doozan/es-en.data	wiktionary-gender
familiaridad	f	la		doozan/es-en.data	wiktionary-gender
familiarización	f	la		doozan/es-en.data	wiktionary-gender
familiograma	f	la		doozan/es-en.data	wiktionary-gender
famoseo	m	el		doozan/es-en.data	wiktionary-gender
famositico	m	el		doozan/es-en.data	wiktionary-gender
famoso	m	el	famosa	doozan/es-en.data	meta-f=+
fan	mf	el/la		doozan/es-en.data	wiktionary-gender
fanal	m	el		doozan/es-en.data	wiktionary-gender
fanariota	mf	el/la		doozan/es-en.data	wiktionary-gender
fanaticada	f	la		doozan/es-en.data	wiktionary-gender
fanatismo	m	el		doozan/es-en.data	wiktionary-gender
fanatización	f	la		doozan/es-en.data	wiktionary-gender
fandango	m	el		doozan/es-en.data	wiktionary-gender
fandom	m	el		doozan/es-en.data	wiktionary-gender
fandub	m	el		doozan/es-en.data	wiktionary-gender
faneca	f	la		doozan/es-en.data	wiktionary-gender
fanega	f	la		doozan/es-en.data	wiktionary-gender
fanegada	f	la		doozan/es-en.data	wiktionary-gender
fanerofita	f	la		doozan/es-en.data	wiktionary-gender
fanerófito	m	el		doozan/es-en.data	wiktionary-gender
fanerógama	f	la		doozan/es-en.data	wiktionary-gender
fanesca	f	la		doozan/es-en.data	wiktionary-gender
fanfarre	m	el		doozan/es-en.data	wiktionary-gender
fanfarria	f	la		doozan/es-en.data	wiktionary-gender
fanfarronada	f	la		doozan/es-en.data	wiktionary-gender
fanfarroneada	f	la		doozan/es-en.data	wiktionary-gender
fanfarronería	f	la		doozan/es-en.data	wiktionary-gender
fanfarrón	m	el		doozan/es-en.data	meta-f=+
fang	m	el		doozan/es-en.data	wiktionary-gender
fangal	m	el		doozan/es-en.data	wiktionary-gender
fango	m	el		doozan/es-en.data	wiktionary-gender
fangolita	f	la		doozan/es-en.data	wiktionary-gender
fangote	m	el		doozan/es-en.data	wiktionary-gender
fangoterapia	f	la		doozan/es-en.data	wiktionary-gender
fanpage	f	la		doozan/es-en.data	wiktionary-gender
fanpiro	m	el	fanpira	doozan/es-en.data	meta-f=+
fanshop	m	el		doozan/es-en.data	wiktionary-gender
fantaciencia	f	la		doozan/es-en.data	wiktionary-gender
fantaseo	m	el		doozan/es-en.data	wiktionary-gender
fantasma	m	el		doozan/es-en.data	wiktionary-gender
fantasmada	f	la		doozan/es-en.data	wiktionary-gender
fantasmagoría	f	la		doozan/es-en.data	wiktionary-gender
fantasmita	mf	el/la		doozan/es-en.data	wiktionary-gender
fantasmón	m	el		doozan/es-en.data	wiktionary-gender
fantasía	f	la		doozan/es-en.data	wiktionary-gender
fantaterror	m	el		doozan/es-en.data	wiktionary-gender
fantochada	f	la		doozan/es-en.data	wiktionary-gender
fantoche	m	el		doozan/es-en.data	wiktionary-gender
fanzine	m	el		doozan/es-en.data	wiktionary-gender
fanzinero	m	el	fanzinera	doozan/es-en.data	meta-f=+
fanático	m	el	fanática	doozan/es-en.data	meta-f=+
faquir	m	el		doozan/es-en.data	wiktionary-gender
faquín	m	el		doozan/es-en.data	wiktionary-gender
fara	f	la		doozan/es-en.data	wiktionary-gender
farabundista	mf	el/la		doozan/es-en.data	wiktionary-gender
faradio	m	el		doozan/es-en.data	wiktionary-gender
farallón	m	el		doozan/es-en.data	wiktionary-gender
faralá	m	el		doozan/es-en.data	wiktionary-gender
faramalla	f	la		doozan/es-en.data	wiktionary-gender
faramallero	m	el	faramallera	doozan/es-en.data	meta-f=+
farandulero	m	el	farandulera	doozan/es-en.data	meta-f=+
faraona	f	la		doozan/es-en.data	wiktionary-gender
faraón	m	el		doozan/es-en.data	meta-f=+
fardacho	m	el		doozan/es-en.data	wiktionary-gender
fardela	f	la		doozan/es-en.data	wiktionary-gender
fardo	m	el		doozan/es-en.data	wiktionary-gender
farellón	m	el		doozan/es-en.data	wiktionary-gender
farero	m	el		doozan/es-en.data	wiktionary-gender
farfalle	f	la		doozan/es-en.data	wiktionary-gender
farfolla	f	la		doozan/es-en.data	wiktionary-gender
farfulla	f	la		doozan/es-en.data	wiktionary-gender
fariano	m	el	fariana	doozan/es-en.data	meta-f=+
farina	f	la		doozan/es-en.data	wiktionary-gender
faringe	f	la		doozan/es-en.data	wiktionary-gender
faringitis	f	la		doozan/es-en.data	wiktionary-gender
faringoamigdalitis	f	la		doozan/es-en.data	wiktionary-gender
fario	m	el		doozan/es-en.data	wiktionary-gender
fariseo	m	el	farisea	doozan/es-en.data	meta-f=+
fariseísmo	m	el		doozan/es-en.data	wiktionary-gender
fariña	f	la		doozan/es-en.data	wiktionary-gender
farlopa	f	la		doozan/es-en.data	wiktionary-gender
farmaceuta	mf	el/la		doozan/es-en.data	wiktionary-gender
farmacia	f	la		doozan/es-en.data	wiktionary-gender
farmacobotánica	f	la		doozan/es-en.data	wiktionary-gender
farmacocinética	f	la		doozan/es-en.data	wiktionary-gender
farmacodependencia	f	la		doozan/es-en.data	wiktionary-gender
farmacodinamia	f	la		doozan/es-en.data	wiktionary-gender
farmacogenética	f	la		doozan/es-en.data	wiktionary-gender
farmacología	f	la		doozan/es-en.data	wiktionary-gender
farmaconomista	mf	el/la		doozan/es-en.data	wiktionary-gender
farmacopea	f	la		doozan/es-en.data	wiktionary-gender
farmacorresistencia	f	la		doozan/es-en.data	wiktionary-gender
farmacoterapia	f	la		doozan/es-en.data	wiktionary-gender
farmacovigilancia	f	la		doozan/es-en.data	wiktionary-gender
farmacéutica	f	la		doozan/es-en.data	wiktionary-gender
farmacéutico	m	el	farmacéutica	doozan/es-en.data	meta-f=+
farmacóforo	m	el		doozan/es-en.data	wiktionary-gender
farmacólogo	m	el	farmacóloga	doozan/es-en.data	meta-f=+
farme	m	el		doozan/es-en.data	wiktionary-gender
farmero	m	el	farmera	doozan/es-en.data	meta-f=+
farnesil	m	el		doozan/es-en.data	wiktionary-gender
farnesilo	m	el		doozan/es-en.data	wiktionary-gender
farnesiltransferasa	f	la		doozan/es-en.data	wiktionary-gender
faro	m	el		doozan/es-en.data	wiktionary-gender
farol	m	el		doozan/es-en.data	wiktionary-gender
farola	f	la		doozan/es-en.data	wiktionary-gender
farolero	m	el	farolera	doozan/es-en.data	meta-f=+
farolillo	m	el		doozan/es-en.data	wiktionary-gender
farolito	m	el		doozan/es-en.data	wiktionary-gender
faroés	m	el		doozan/es-en.data	wiktionary-gender
farpa	f	la		doozan/es-en.data	wiktionary-gender
farra	f	la		doozan/es-en.data	wiktionary-gender
farrago	m	el		doozan/es-en.data	wiktionary-gender
farrista	mf	el/la		doozan/es-en.data	wiktionary-gender
farro	m	el		doozan/es-en.data	wiktionary-gender
farruco	m	el	farruca	doozan/es-en.data	meta-f=+
farsa	f	la		doozan/es-en.data	wiktionary-gender
farsante	mf	el/la		doozan/es-en.data	wiktionary-gender
farsi	m	el		doozan/es-en.data	wiktionary-gender
farándula	f	la		doozan/es-en.data	wiktionary-gender
fascia	f	la		doozan/es-en.data	wiktionary-gender
fasciculación	f	la		doozan/es-en.data	wiktionary-gender
fascinación	f	la		doozan/es-en.data	wiktionary-gender
fascinador	m	el		doozan/es-en.data	meta-f=+
fasciotomía	f	la		doozan/es-en.data	wiktionary-gender
fascismo	m	el		doozan/es-en.data	wiktionary-gender
fascista	mf	el/la		doozan/es-en.data	wiktionary-gender
fascistización	f	la		doozan/es-en.data	wiktionary-gender
fascitis	f	la		doozan/es-en.data	wiktionary-gender
fascículo	m	el		doozan/es-en.data	wiktionary-gender
fase	f	la		doozan/es-en.data	wiktionary-gender
fashion	m	el		doozan/es-en.data	wiktionary-gender
fashionista	mf	el/la		doozan/es-en.data	wiktionary-gender
faso	m	el		doozan/es-en.data	wiktionary-gender
fasor	m	el		doozan/es-en.data	wiktionary-gender
fastidio	m	el		doozan/es-en.data	wiktionary-gender
fasto	m	el		doozan/es-en.data	wiktionary-gender
fastuosidad	f	la		doozan/es-en.data	wiktionary-gender
fatalidad	f	la		doozan/es-en.data	wiktionary-gender
fatalismo	m	el		doozan/es-en.data	wiktionary-gender
fatalista	mf	el/la		doozan/es-en.data	wiktionary-gender
fatiga	f	la		doozan/es-en.data	wiktionary-gender
fatigabilidad	f	la		doozan/es-en.data	wiktionary-gender
fatimida	mf	el/la		doozan/es-en.data	wiktionary-gender
fatimita	mf	el/la		doozan/es-en.data	wiktionary-gender
fatimí	mf	el/la		doozan/es-en.data	wiktionary-gender
fatua	f	la		doozan/es-en.data	wiktionary-gender
fatuidad	f	la		doozan/es-en.data	wiktionary-gender
fatum	m	el		doozan/es-en.data	wiktionary-gender
fatwa	f	la		doozan/es-en.data	wiktionary-gender
fauce	f	la		doozan/es-en.data	wiktionary-gender
fauna	f	la		doozan/es-en.data	wiktionary-gender
fauno	m	el		doozan/es-en.data	wiktionary-gender
fautor	m	el		doozan/es-en.data	meta-f=+
fauvismo	m	el		doozan/es-en.data	wiktionary-gender
fauvista	mf	el/la		doozan/es-en.data	wiktionary-gender
favela	f	la		doozan/es-en.data	wiktionary-gender
favelización	f	la		doozan/es-en.data	wiktionary-gender
favilavir	m	el		doozan/es-en.data	wiktionary-gender
faviparir	m	el		doozan/es-en.data	wiktionary-gender
favonio	m	el		doozan/es-en.data	wiktionary-gender
favor	m	el		doozan/es-en.data	wiktionary-gender
favorabilidad	f	la		doozan/es-en.data	wiktionary-gender
favorcito	m	el		doozan/es-en.data	wiktionary-gender
favorecido	m	el		doozan/es-en.data	wiktionary-gender
favorecimiento	m	el		doozan/es-en.data	wiktionary-gender
favoritismo	m	el		doozan/es-en.data	wiktionary-gender
favorito	m	el	favorita	doozan/es-en.data	meta-f=+
fax	m	el		doozan/es-en.data	wiktionary-gender
fayalita	f	la		doozan/es-en.data	wiktionary-gender
fayenza	f	la		doozan/es-en.data	wiktionary-gender
faz	f	la		doozan/es-en.data	wiktionary-gender
fc	m	el		doozan/es-en.data	wiktionary-gender
fe	f	la		doozan/es-en.data	wiktionary-gender
feacio	m	el	feacia	doozan/es-en.data	meta-f=+
fealdad	f	la		doozan/es-en.data	wiktionary-gender
